"predm" "predu" "trendgia" "lon" "lat"
-148.574871539763 2.61051658739391 -187.367139910469 289.4594595 78
-197.958307842973 2.34053217771495 -179.22865520421 294.3243243 78
-174.805185581347 1.85021880736833 -167.399594071334 299.1891892 78
-90.7732451778328 1.5519402951455 -152.433196396453 293.8235294 79
-133.227464330505 1.78017663950324 -129.429614092038 299.1176471 79
-62.4098738908913 1.29909779090109 -104.095256028199 304.4117647 79
-48.7136056893485 1.07308378215587 -119.765210384894 293.2258065 80
-92.3656905622771 1.39801664044377 -99.5335863682088 299.0322581 80
-95.8671472077054 1.46013952159044 -78.0870681143112 304.8387097 80
-79.9573956824573 1.61583824130463 -82.9136252347916 298.9285714 81
-40.4309145827769 1.17804658427062 -64.9853748969947 310.6451613 80
-71.0098362077682 1.44247733055177 -65.5470435681498 305.3571429 81
-65.1476575451913 1.69727727120112 -59.0931629390458 311.7857143 81
-24.5173107192754 1.54566276318576 -56.7655550840201 318.2142857 81
-67.3039197223608 1.41971959480161 -58.6316590502615 313.2 82
-32.6696364946954 1.18569373185979 -62.4731419967819 306 82
-29.4092508727617 1.31715498813696 -58.7737878873891 324.6428571 81
-82.9049574072379 1.63307989372955 -66.7328911114903 331.0714286 81
-76.1458739756961 1.71945706200048 -58.6171353723786 320.4 82
-83.9155586678836 1.61660064433464 -62.8429595121033 327.6 82
-48.2567729652081 1.08822032707527 -68.5826364546267 334.8 82
-80.6758466027518 1.8512991894381 -74.2739955760868 337.5 81
-54.8474547057152 1.40383695252962 -74.773868457697 343.9285714 81
-26.0111952580807 0.914235115632074 -68.6657627955022 342 82
-54.6570033082371 1.67114850687355 -65.1469208370278 349.2 82
-42.7248075192716 1.84269193918493 -58.1769482732313 315 83
-46.7519251110927 1.30461223651775 -60.8460859889623 323.1818182 83
-30.6190870055328 1.16642946275767 -62.9034846148424 331.3636364 83
-6.66357988952127 0.653866052894585 -69.5684487285948 350.3571429 81
-63.8387532198993 1.87209402941989 -64.5137084576046 328.0645161 80
-77.5320789685068 1.61476132447076 -71.878089394376 333.8709677 80
-19.1495277740801 1.81886808005451 -71.4039601581379 335.25 77
-11.9707330079086 0.922910106586998 -75.5708406879954 339.75 77
-46.654406117738 1.83604891209259 -65.5823228044236 328.3783784 78
-75.7668751313332 1.96225600173804 -70.7403606282184 333.2432432 78
-34.2250246506245 1.30334623657258 -78.4583043969217 338.1081081 78
-15.6840757259629 1.28974763953955 -63.7017985708113 325.5882353 79
-72.1764171714061 1.70578042494975 -67.5742014284723 330.8823529 79
-80.6823985495332 2.12273467824503 -77.3328015864503 336.1764706 79
-12.8575274085056 1.31055809228753 -79.1368595250264 341.4705882 79
-66.0461970076629 1.46064956737529 -78.9033776387129 339.6774194 80
-0.346058667490338 1.65102689343879 -71.3015668318514 334.8387097 75
-46.1769234490254 1.48087913628326 -71.8695005776868 337.2413793 76
-10.980481688058 0.805848932135816 -72.6103563187478 341.3793103 76
-73.9181375302021 2.30391949241982 -135.233998438989 330.7692308 71
-73.5078016388227 1.97632415821261 -107.342341021281 332.4324324 72
-3.08895183308092 1.33525290840162 -83.0505420762026 330.8571429 73
7.56524189772187 1.24065851311386 -76.3639089974274 332.7272727 74
-32.4208021081645 1.97199564669449 -78.2634459031417 336.3636364 74
-63.9067988973129 2.53203285284744 -72.2437835296971 338.7096774 75
-78.1717568040455 2.19194004901803 -131.406659568885 333.8461538 71
-33.7699563714914 1.16636462298017 -88.4986298919836 334.2857143 73
-86.1055919723097 2.61581387871586 -107.037951934389 335.6756757 72
-152.842852422926 2.89270748761417 -241.410557613641 329.1044776 68
-63.4671887148767 1.30575523535938 -205.888203585353 331.7910448 68
-152.760064712442 2.99553933759101 -192.184918978966 330.46875 69
-27.4482690280085 1.17430644375383 -169.243934133291 333.28125 69
0.418013380590956 1.13792505333186 -155.816478722058 336.09375 69
-87.0029260569078 1.97452318017641 -157.384637358601 331.9672131 70
-47.6084002283431 1.6408726139843 -149.748868109298 334.9180328 70
23.7037258014912 1.1010782606454 -141.078656691179 337.8688525 70
-36.4798726957818 1.32986590021143 -327.961879243309 325.2857143 67
-65.9731713095374 1.39255837832205 -283.035390261635 326.4179104 68
-121.584779329211 2.03183892161208 -223.927512699994 327.65625 69
-119.601131626417 2.13445025072576 -304.345159101417 321.7808219 66
-32.5790158536767 0.907496148196261 -324.255153137573 324.2465753 66
-127.820447096575 2.39702800890198 -322.07675837574 322.7142857 67
-92.5912045107234 1.29902538173759 -265.951569488139 319.8726115 64
-244.515813688733 3.25554056292242 -272.98653917834 318.2781457 65
-157.746391870605 2.16827084786577 -284.771788260576 320.6622517 65
-203.095567397257 2.45559248233588 -288.769061001563 319.3150685 66
1.77124980316813 0.583396012070345 -231.922560543434 318.2142857 62
-37.3006692930798 1.17003216086123 -241.952536886362 316.9325153 63
-23.4929952016186 1.40112896778931 -250.75661888522 319.1411043 63
-147.353276381159 2.63207728499296 -255.596875663818 317.5796178 64
-36.3067046518801 1.17008258233472 -206.78458359153 314.7486034 60
-59.7785605143473 1.36714225572911 -209.454280949553 316.7597765 60
-69.3548493608042 1.77233084606018 -203.834013161383 311.3793103 61
-133.618947415937 2.07193767059214 -205.142332699624 313.4482759 61
-136.852881503364 2.16238205934375 -213.368852212949 315.5172414 61
-71.6073622497072 1.98100084498558 -218.325281212579 317.5862069 61
-34.4640306206659 0.930956374236316 -203.139461049462 309.6428571 62
-151.288629868353 2.60610943528955 -208.10289110859 311.7857143 62
-158.007597719089 2.31479719845456 -214.598514362574 313.9285714 62
-151.700268777636 3.14350695404188 -210.811331086068 310.3067485 63
-145.723749755552 2.17795223396249 -216.223367550129 312.5153374 63
-136.95998649893 3.09495690350156 -216.373803061154 310.7006369 64
-56.20862692961 1.29102042110904 -209.698474117461 308.4076433 64
-129.742204792606 3.06864083989554 -219.035090508184 308.7417219 65
-124.31195936316 2.33324000227899 -222.93106057817 311.1258278 65
-189.162910740059 3.73374681745508 -231.58178699474 309.4520548 66
-171.282511083462 3.00773784927766 -235.685625157261 311.9178082 66
-132.135364663719 2.49246519382418 -248.662840246599 309.8571429 67
-190.043527842855 3.40621908126448 -250.316371338749 312.4285714 67
-72.4919349623119 1.23690705401917 -264.821523424724 310.2985075 68
-141.758002264617 3.2650491086284 -266.849962770435 312.9850746 68
-55.0523152812722 1.53227250472735 -227.248866894944 306.9863014 66
-51.5146535408634 0.988727802450905 -277.8070360843 310.78125 69
-145.305408096452 3.03590869080972 -275.393108846491 313.59375 69
-182.778967467257 3.33864417835691 -282.629277729167 311.3114754 70
-238.378634694653 2.76058248649419 -290.869349937237 309.2307692 71
-92.628737937176 1.93582319992918 -283.564494858928 312.3076923 71
-223.730956872419 2.69130645174128 -299.562901753806 306.4864865 72
-134.741873712949 2.21032417735436 -294.727442867538 309.7297297 72
-169.138245151061 2.33746424833926 -289.759293273639 308.3606557 70
